Obra|DataUltimaAuditoria|ValorInicialContratado|ValorAditado|DespesaPaga|ValorTotal
1230|2012-06-19T00:00:00|1228641.31|0.00|0.00|1228641.31
1232|2012-06-20T00:00:00|1480423.24|0.00|1190684.55|1480423.24
1234|2012-02-23T00:00:00|1468000.00|0.00|342889.65|1468000.00
1237|2012-06-19T00:00:00|637852.53|0.00|0.00|637852.53
1241|2012-06-18T00:00:00|1168781.76|0.00|0.00|1168781.76
1242|2012-06-19T00:00:00|1168428.96|0.00|0.00|1168428.96
1245|2012-06-19T00:00:00|191545.00|0.00|169289.30|191545.00
1246|2012-06-20T00:00:00|386623.00|0.00|200474.00|386623.00
1247|2012-06-20T00:00:00|796313.00|0.00|653079.00|796313.00
1248|2012-06-21T00:00:00|88705.43|0.00|0.00|88705.43
1251|2012-06-18T00:00:00|411000.00|0.00|0.00|411000.00
1252|2012-06-20T00:00:00|2096954.52|0.00|96295.00|2096954.52
1256|2012-06-21T00:00:00|1478920.00|0.00|1848644.70|1478920.00
1258|2012-06-05T00:00:00|8288371.84|0.00|6655333.68|8288371.84
1259|2014-08-08T00:00:00|8631470.38|0.00|4151976.63|8631470.38
1260|2012-06-05T00:00:00|568312.08|0.00|225260.41|568312.08
1261|2012-09-12T00:00:00|23816509.33|4980785.53|14474614.98|28797294.86
1262|2018-12-27T00:00:00|793908.48|0.00|0.00|793908.48
1263|2012-06-13T00:00:00|229996.00|0.00|211336.20|229996.00
1264|2012-08-29T00:00:00|12530217.53|0.00|322085.49|12530217.53
1265|2014-10-16T00:00:00|29149199.01|7118103.67|22892725.25|36267302.68
1266|2012-07-06T00:00:00|1829603.76|0.00|0.00|1829603.76
1267|2012-05-31T00:00:00|136785.60|0.00|71392.24|136785.60
1268|2012-05-31T00:00:00|115138.22|0.00|96202.49|115138.22
1269|2012-05-31T00:00:00|838641.38|0.00|0.00|838641.38
1270|2012-05-31T00:00:00|465701.58|0.00|535270.20|465701.58
1272|2012-07-13T00:00:00|257390.00|0.00|94285.65|257390.00
1274|2012-06-13T00:00:00|15928807.99|161678.12|445889.42|16090486.11
1275|2012-12-12T00:00:00|7292493.15|0.00|5321012.35|7292493.15
1276|2012-08-03T00:00:00|3711616.49|0.00|0.00|3711616.49
1277|2012-08-03T00:00:00|1172283.92|0.00|0.00|1172283.92
1278|2012-08-03T00:00:00|0.00|0.00|0.00|0.00
1279|2012-08-03T00:00:00|0.00|0.00|0.00|0.00
1281|2012-07-11T00:00:00|499001.87|0.00|0.00|499001.87
1282|2012-07-17T00:00:00|278917.21|0.00|325403.40|278917.21
1291|2012-07-19T00:00:00|710483.50|0.00|0.00|710483.50
1293|2015-07-01T00:00:00|1163896.30|0.00|0.00|1163896.30
1294|2012-07-19T00:00:00|54210.00|0.00|0.00|54210.00
1302|2012-07-19T00:00:00|323001.00|0.00|0.00|323001.00
1303|2012-07-31T00:00:00|605725.61|0.00|0.00|605725.61
1304|2012-07-20T00:00:00|118543.60|0.00|118543.60|118543.60
1305|2012-07-31T00:00:00|4036933.51|0.00|3821988.74|4036933.51
1309|2012-07-20T00:00:00|206837.32|0.00|0.00|206837.32
1310|2012-07-20T00:00:00|219998.96|0.00|0.00|219998.96
1311|2012-08-02T00:00:00|1043704.36|0.00|376576.95|1043704.36
1312|2012-08-06T00:00:00|848405.12|0.00|0.00|848405.12
1313|2012-07-20T00:00:00|210180.43|0.00|0.00|210180.43
1315|2012-08-01T00:00:00|1579060.51|0.00|755318.33|1579060.51
1316|2012-08-13T00:00:00|349995.00|0.00|0.00|349995.00
1318|2013-11-14T00:00:00|6958103.57|0.00|805112.68|6958103.57
1319|2012-07-20T00:00:00|505778.92|0.00|0.00|505778.92
1320|2012-07-20T00:00:00|145800.00|0.00|59940.00|145800.00
1322|2012-12-11T00:00:00|1309454.48|0.00|431951.29|1309454.48
1323|2012-08-20T00:00:00|972796.64|0.00|0.00|972796.64
1324|2012-08-21T00:00:00|929878.40|0.00|0.00|929878.40
1326|2012-08-03T00:00:00|323257.20|0.00|82181.20|323257.20
1327|2012-08-03T00:00:00|169792.53|0.00|0.00|169792.53
1328|2012-08-03T00:00:00|187099.98|0.00|175481.65|187099.98
1329|2012-08-03T00:00:00|441276.45|0.00|0.00|441276.45
1330|2012-08-03T00:00:00|351144.40|0.00|0.00|351144.40
1331|2012-08-03T00:00:00|462751.59|0.00|0.00|462751.59
1332|2012-08-03T00:00:00|273717.68|0.00|0.00|273717.68
1333|2012-08-03T00:00:00|312682.77|0.00|0.00|312682.77
1334|2012-08-03T00:00:00|122254.36|0.00|0.00|122254.36
1335|2012-08-20T00:00:00|36000.00|0.00|0.00|36000.00
1336|2012-08-16T00:00:00|4500000.00|0.00|300000.00|4500000.00
1337|2012-07-11T00:00:00|460249.45|0.00|0.00|460249.45
1338|2012-08-17T00:00:00|105600.00|0.00|105600.00|105600.00
1339|2012-08-17T00:00:00|151753.30|0.00|161935.97|151753.30
1341|2012-08-17T00:00:00|211292.05|0.00|211292.05|211292.05
1342|2012-08-17T00:00:00|306477.25|0.00|148707.93|306477.25
1343|2012-08-17T00:00:00|574263.07|0.00|421390.74|574263.07
1344|2012-08-17T00:00:00|361404.80|0.00|29469.65|361404.80
1345|2012-08-17T00:00:00|260610.85|0.00|109764.12|260610.85
1346|2012-08-17T00:00:00|287237.01|0.00|0.00|287237.01
1347|2012-08-17T00:00:00|235807.35|0.00|54673.83|235807.35
1348|2012-08-17T00:00:00|420744.38|0.00|9700.00|420744.38
1349|2012-08-17T00:00:00|1447539.45|0.00|0.00|1447539.45
1350|2012-08-17T00:00:00|322887.11|0.00|0.00|322887.11
1351|2012-08-17T00:00:00|191260.47|0.00|0.00|191260.47
1353|2012-08-08T00:00:00|467395.69|0.00|14277.09|467395.69
1354|2012-08-31T00:00:00|313651.45|0.00|249160.55|313651.45
1358|2013-03-26T00:00:00|4713070.03|0.00|2853524.80|4713070.03
1360|2013-03-26T00:00:00|13382737.72|0.00|2342558.07|13382737.72
1361|2013-01-25T00:00:00|2100000.00|0.00|0.00|2100000.00
1364|2013-03-26T00:00:00|9112059.97|0.00|4106127.72|9112059.97
1365|2012-08-31T00:00:00|377234.05|0.00|117484.82|377234.05
1366|2013-01-25T00:00:00|489304.53|0.00|38393.11|489304.53
1367|2013-01-25T00:00:00|683252.20|0.00|0.00|683252.20
1368|2013-01-25T00:00:00|1304340.29|0.00|98710.54|1304340.29
1369|2012-09-14T00:00:00|130514.85|0.00|0.00|130514.85
1370|2013-01-25T00:00:00|97329.69|0.00|48060.74|97329.69
1372|2012-08-31T00:00:00|477900.00|0.00|202476.00|477900.00
1373|2012-08-02T00:00:00|1067354.74|0.00|0.00|1067354.74
1374|2012-08-02T00:00:00|498508.00|0.00|0.00|498508.00
1379|2012-08-08T00:00:00|754092.96|0.00|316032.48|754092.96
1380|2012-10-15T00:00:00|4037749.20|0.00|4966271.88|4037749.20
1383|2012-09-28T00:00:00|145834.00|0.00|145834.00|145834.00
1384|2012-09-28T00:00:00|146774.69|0.00|128502.85|146774.69
1385|2014-06-06T00:00:00|314166.01|0.00|313965.87|314166.01
1386|2012-09-28T00:00:00|133326.95|0.00|113047.45|133326.95
1387|2012-10-05T00:00:00|146492.67|0.00|145826.84|146492.67
1391|2012-08-17T00:00:00|360518.63|0.00|27505.52|360518.63
1392|2012-08-17T00:00:00|333013.11|0.00|0.00|333013.11
1394|2012-08-17T00:00:00|581755.18|0.00|246007.39|581755.18
1395|2014-09-25T00:00:00|1399468.23|0.00|1250128.56|1399468.23
1396|2014-09-25T00:00:00|1915390.31|0.00|1347298.56|1915390.31
1397|2014-09-25T00:00:00|1998996.20|0.00|127397.50|1998996.20
1398|2012-10-05T00:00:00|252612.62|0.00|128951.49|252612.62
1399|2012-11-06T00:00:00|4584781.20|0.00|2288106.82|4584781.20
1400|2012-11-05T00:00:00|1545719.93|0.00|371391.52|1545719.93
1404|2012-09-28T00:00:00|327264.64|0.00|296292.72|327264.64
1405|2012-11-05T00:00:00|275860.72|0.00|161917.18|275860.72
1409|2013-06-03T00:00:00|24587493.04|9481538.63|23843015.09|34069031.67
1415|2012-11-14T00:00:00|1301242.18|0.00|614718.04|1301242.18
1416||358230.00|0.00|344557.72|358230.00
1417|2012-12-12T00:00:00|1687748.60|0.00|477532.40|1687748.60
1418|2014-09-01T00:00:00|23451712.76|3807761.00|26658363.40|27259473.76
1419|2014-12-12T00:00:00|1499999.91|0.00|0.00|1499999.91
1420|2014-12-12T00:00:00|1199839.36|0.00|0.00|1199839.36
1421|2012-10-19T00:00:00|0.00|0.00|0.00|0.00
1423|2012-10-19T00:00:00|0.00|0.00|0.00|0.00
1424|2012-11-08T00:00:00|1434874.10|0.00|445884.85|1434874.10
1425|2012-11-08T00:00:00|134993.63|0.00|134993.63|134993.63
1428|2012-11-22T00:00:00|2193960.00|0.00|1515280.00|2193960.00
1429|2014-12-15T00:00:00|13025454.36|2784910.71|12914056.08|15810365.07
1430|2012-08-31T00:00:00|146557.47|0.00|59540.38|146557.47
1431|2012-12-07T00:00:00|2810644.52|0.00|1661327.06|2810644.52
1432|2012-08-31T00:00:00|312117.82|0.00|257821.79|312117.82
1433|2015-12-04T00:00:00|1498075.99|0.00|923980.68|1498075.99
1434|2012-12-12T00:00:00|4097011.21|0.00|2883894.37|4097011.21
1438|2012-12-06T00:00:00|13669297.62|0.00|5503153.54|13669297.62
1441|2012-12-10T00:00:00|917635.22|0.00|0.00|917635.22
1442|2012-12-13T00:00:00|838534.72|0.00|416316.94|838534.72
1447|2015-05-25T00:00:00|39627433.87|-6933028.20|20842126.96|32694405.67
1448|2013-01-25T00:00:00|2365918.03|0.00|0.00|2365918.03
1449|2013-08-22T00:00:00|3914336.40|0.00|0.00|3914336.40
1450|2013-02-21T00:00:00|0.00|0.00|0.00|0.00
1452|2014-03-21T00:00:00|38726942.25|9565803.29|36985618.73|48292745.54
1453|2013-03-01T00:00:00|9453099.98|0.00|6063167.47|9453099.98
1455|2014-05-07T00:00:00|60252867.20|6356699.19|32621879.54|66609566.39
1457|2014-03-27T00:00:00|35297832.67|2350464.36|8588584.11|37648297.03
1458|2015-05-26T00:00:00|30932152.03|-68037.91|26923542.42|30864114.12
1459|2013-11-19T00:00:00|18359577.67|0.00|14889377.24|18359577.67
1462|2013-04-04T00:00:00|891683.00|0.00|45231.60|891683.00
1463|2013-04-04T00:00:00|162240.00|0.00|37760.00|162240.00
1464|2013-05-02T00:00:00|198140.00|420720.00|145060.00|618860.00
1465|2013-05-29T00:00:00|3224157.70|0.00|1387257.88|3224157.70
1467|2013-05-29T00:00:00|620802.39|0.00|293728.01|620802.39
1468|2013-05-29T00:00:00|565499.46|0.00|217282.11|565499.46
1469|2015-07-27T00:00:00|1647667.52|-2750.31|444179.63|1644917.21
1473|2013-05-29T00:00:00|409645.37|0.00|459588.05|409645.37
1475|2013-05-29T00:00:00|62130.01|0.00|0.00|62130.01
1476|2013-05-29T00:00:00|226248.08|0.00|124723.98|226248.08
1477|2013-05-29T00:00:00|63728.73|0.00|64740.49|63728.73
1478|2013-05-29T00:00:00|147034.80|0.00|141697.00|147034.80
1479|2013-05-29T00:00:00|56817.33|0.00|58965.91|56817.33
1480|2013-05-29T00:00:00|5094.58|0.00|0.00|5094.58
1481|2013-05-29T00:00:00|13324.94|0.00|13324.94|13324.94
1482|2013-05-29T00:00:00|9902.75|0.00|9902.75|9902.75
1483|2013-05-29T00:00:00|14251.29|0.00|14251.29|14251.29
1484|2013-05-29T00:00:00|3381.90|0.00|3381.90|3381.90
1485|2013-05-29T00:00:00|4215.93|0.00|0.00|4215.93
1487|2014-04-29T00:00:00|338313.49|0.00|338313.49|338313.49
1489|2016-12-07T00:00:00|20126945.66|1588687.41|17037112.00|21715633.07
1492|2014-08-07T00:00:00|8746846.00|1653330.77|6747626.83|10400176.77
1493|2014-05-15T00:00:00|22789402.86|0.00|469942.43|22789402.86
1494|2014-08-07T00:00:00|22320252.65|3474599.09|3755947.58|25794851.74
1495|2014-08-08T00:00:00|18230845.84|1352018.42|3155579.73|19582864.26
1496|2014-08-07T00:00:00|34238475.55|3736071.96|10906462.21|37974547.51
1499|2015-09-30T00:00:00|4064964.61|0.00|2334253.19|4064964.61
1500|2013-12-31T00:00:00|272831.37|0.00|198327.18|272831.37
1502|2013-05-29T00:00:00|695072.71|0.00|685581.94|695072.71
1503|2013-05-27T00:00:00|9417950.28|0.00|2448244.22|9417950.28
1504|2013-05-28T00:00:00|142380.48|0.00|71190.24|142380.48
1506|2013-05-14T00:00:00|66288.50|0.00|0.00|66288.50
1507|2013-05-15T00:00:00|123132.79|0.00|0.00|123132.79
1508|2013-05-29T00:00:00|491581.88|0.00|330599.39|491581.88
1509|2013-05-29T00:00:00|135775.62|0.00|135775.62|135775.62
1510|2013-05-29T00:00:00|67934.75|0.00|67934.75|67934.75
1511|2013-05-29T00:00:00|116848.26|0.00|145002.29|116848.26
1512|2013-05-29T00:00:00|113770.00|0.00|106165.68|113770.00
1513|2014-10-07T00:00:00|37826746.08|0.00|26252872.03|37826746.08
1517|2013-07-12T00:00:00|3724892.40|0.00|561059.23|3724892.40
1518|2013-07-12T00:00:00|2125920.00|0.00|0.00|2125920.00
1519|2013-07-12T00:00:00|2128000.00|243850.00|632665.00|2371850.00
1523|2013-06-28T00:00:00|229728.40|0.00|229728.40|229728.40
1524|2013-06-28T00:00:00|105000.00|0.00|0.00|105000.00
1525|2013-06-28T00:00:00|305700.00|0.00|0.00|305700.00
1526|2013-06-28T00:00:00|1875550.88|0.00|0.00|1875550.88
1527|2013-06-28T00:00:00|33543.12|0.00|10731.50|33543.12
1528|2013-08-09T00:00:00|35000000.00|0.00|25616920.29|35000000.00
1529|2013-07-12T00:00:00|258000.00|154800.00|60243.00|412800.00
1530|2017-10-20T00:00:00|101488639.09|-309259.89|74875160.56|101179379.20
1531|2013-06-28T00:00:00|0.00|0.00|0.00|0.00
1532|2019-06-19T00:00:00|72865691.64|27215582.03|59556678.26|100081273.67
1534|2013-05-13T00:00:00|658698.90|502402.02|969936.24|1161100.92
1535|2013-11-20T00:00:00|81538369.57|1243664.43|1531940.07|82782034.00
1536|2013-12-18T00:00:00|1639860.34|0.00|1409138.00|1639860.34
1538|2013-08-20T00:00:00|58873124.81|0.00|7029402.59|58873124.81
1539|2013-08-22T00:00:00|22789402.86|0.00|3657776.52|22789402.86
1540|2013-08-19T00:00:00|266516.45|0.00|74228.28|266516.45
1541|2013-08-19T00:00:00|326706.13|0.00|0.00|326706.13
1542|2013-08-19T00:00:00|235368.61|0.00|0.00|235368.61
1543|2014-02-20T00:00:00|1485438.64|256671.39|1122430.96|1742110.03
1546|2013-09-06T00:00:00|12096950.15|0.00|1655710.11|12096950.15
1548|2013-08-30T00:00:00|1646704.42|411641.61|0.00|2058346.03
1549|2013-09-06T00:00:00|68820715.03|0.00|27852064.21|68820715.03
1552|2014-04-23T00:00:00|129785025.39|0.00|0.00|129785025.39
1553|2013-06-06T00:00:00|413146.80|0.00|267535.20|413146.80
1554|2013-03-19T00:00:00|3316503.33|1421682.77|2751290.17|4738186.10
1555|2018-07-04T00:00:00|18020221000.00|0.00|811621091.56|18020221000.00
1556|2015-03-10T00:00:00|13977737.57|3488167.09|16654401.31|17465904.66
1560|2013-06-23T00:00:00|5253000.00|5253000.00|6236934.40|10506000.00
1561|2013-09-12T00:00:00|14565940.71|2812782.61|4322432.77|17378723.32
1562|2013-09-06T00:00:00|142694.11|0.00|142694.11|142694.11
1563|2014-06-04T00:00:00|21469499.77|-430883.88|5547636.20|21038615.89
1564|2015-03-11T00:00:00|11603837.14|2042664.53|12756145.83|13646501.67
1565|2013-10-01T00:00:00|1064182.03|0.00|505276.70|1064182.03
1566|2013-09-27T00:00:00|332988.00|0.00|0.00|332988.00
1567|2013-09-27T00:00:00|273414.00|0.00|273414.00|273414.00
1569|2013-09-27T00:00:00|0.00|0.00|0.00|0.00
1570|2013-09-03T00:00:00|404547.00|21390.00|343179.94|425937.00
1572|2013-06-23T00:00:00|280100.00|0.00|0.00|280100.00
1576|2013-10-11T00:00:00|0.00|0.00|0.00|0.00
1578|2013-10-25T00:00:00|243075.77|0.00|20368.75|243075.77
1579|2013-10-25T00:00:00|56673.49|0.00|35724.54|56673.49
1580|2013-10-25T00:00:00|147973.36|0.00|0.00|147973.36
1582|2013-10-25T00:00:00|849450.00|0.00|143450.05|849450.00
1584|2013-11-14T00:00:00|3418340.97|0.00|0.00|3418340.97
1585|2013-11-14T00:00:00|4198886.56|0.00|0.00|4198886.56
1588|2013-11-14T00:00:00|184909.62|0.00|79052.52|184909.62
1589|2013-11-29T00:00:00|185902.12|0.00|58894.48|185902.12
1590|2013-11-29T00:00:00|166124.60|0.00|29087.09|166124.60
1591|2013-11-29T00:00:00|978162.06|0.00|557105.43|978162.06
1592|2013-11-29T00:00:00|421091.28|0.00|324718.54|421091.28
1593|2014-02-19T00:00:00|718724.40|0.00|515671.12|718724.40
1595|2013-11-22T00:00:00|263543.43|0.00|0.00|263543.43
1596|2013-11-22T00:00:00|288674.98|0.00|130746.96|288674.98
1598|2013-12-18T00:00:00|144762.58|8447.94|126911.79|153210.52
1600|2013-12-18T00:00:00|761469.81|0.00|40993.29|761469.81
1601|2014-02-19T00:00:00|730840.77|0.00|122655.22|730840.77
1602|2019-09-30T00:00:00|8602488.84|16980981.63|23642540.50|25583470.47
1603|2015-09-30T00:00:00|8350270.06|841323.25|2024016.67|9191593.31
1604|2016-09-01T00:00:00|9265464.08|1316347.40|6416556.49|10581811.48
1605|2015-09-30T00:00:00|7756540.94|0.00|1279159.06|7756540.94
1606|2017-06-30T00:00:00|8892080.30|1750332.10|9856071.58|10642412.40
1607|2017-06-30T00:00:00|8694945.00|1509375.14|10119032.86|10204320.14
1608|2016-09-01T00:00:00|7691275.15|951040.70|8578108.55|8642315.85
1609|2013-11-14T00:00:00|148200.00|0.00|148000.00|148200.00
1610|2015-09-30T00:00:00|4189840.60|194711.79|1715274.44|4384552.39
1612|2013-12-18T00:00:00|1366550.70|0.00|379833.52|1366550.70
1613|2014-07-16T00:00:00|5240990.88|316054.83|0.00|5557045.71
1614|2013-11-22T00:00:00|512697.48|0.00|293452.77|512697.48
1615|2013-11-22T00:00:00|1531192.47|0.00|778788.82|1531192.47
1616|2013-11-22T00:00:00|2167349.30|0.00|1963573.82|2167349.30
1617|2013-12-20T00:00:00|132352.64|0.00|132352.64|132352.64
1618|2013-12-20T00:00:00|0.00|0.00|0.00|0.00
1620||610935.23|0.00|0.00|610935.23
1621|2013-12-20T00:00:00|0.00|0.00|0.00|0.00
1622|2013-12-20T00:00:00|1660388.02|0.00|464619.55|1660388.02
1625|2013-12-13T00:00:00|531824.68|0.00|202270.57|531824.68
1627|2013-12-13T00:00:00|146577.38|35290.55|181867.93|181867.93
1635|2014-09-24T00:00:00|15837876.59|0.00|14453814.37|15837876.59
1636|2015-12-04T00:00:00|324942.58|0.00|145389.55|324942.58
1637|2014-02-20T00:00:00|2328338.38|0.00|0.00|2328338.38
1638|2015-12-04T00:00:00|15020776.69|2539169.30|6631410.85|17559945.99
1639|2014-01-13T00:00:00|9651890.79|1543411.03|5559243.38|11195301.82
1648|2014-03-26T00:00:00|1061805.96|0.00|689798.23|1061805.96
1649|2012-07-11T00:00:00|191507.21|0.00|105115.03|191507.21
1650|2014-03-12T00:00:00|7168205.16|0.00|1605337.01|7168205.16
1651|2014-02-21T00:00:00|2316183.12|0.00|701116.54|2316183.12
1652|2014-02-14T00:00:00|0.00|0.00|0.00|0.00
1654|2016-11-25T00:00:00|15919250.61|1263957.24|10158479.16|17183207.85
1658|2014-03-11T00:00:00|491178.85|19926.68|511105.53|511105.53
1659|2014-03-11T00:00:00|518838.06|23667.75|123637.68|542505.81
1661|2014-02-25T00:00:00|64800.00|0.00|64800.00|64800.00
1663|2016-10-05T00:00:00|395380.58|3002637.84|1298652.50|3398018.42
1665|2013-12-20T00:00:00|84000.00|0.00|0.00|84000.00
1812|2018-06-29T00:00:00|14500000.00|0.00|21935990.56|14500000.00
1813|2015-05-27T00:00:00|6530875.39|889932.71|2597442.70|7420808.10
1814|2015-05-25T00:00:00|7650773.01|0.00|954416.00|7650773.01
1815|2015-05-25T00:00:00|8743137.16|0.00|655244.41|8743137.16
1820|2014-04-04T00:00:00|693668.15|12701.12|427975.57|706369.27
1821|2014-04-04T00:00:00|96224.00|0.00|16759.78|96224.00
1822|2014-04-11T00:00:00|150000.00|0.00|150000.00|150000.00
1823|2014-11-10T00:00:00|2357000.00|0.00|118087.32|2357000.00
1824|2014-11-10T00:00:00|1653121.64|0.00|0.00|1653121.64
1825|2014-11-10T00:00:00|1307910.00|0.00|0.00|1307910.00
1826|2014-11-10T00:00:00|2814798.42|0.00|604773.31|2814798.42
1827|2014-11-10T00:00:00|1146500.00|0.00|65820.00|1146500.00
1828|2014-11-10T00:00:00|254388.00|0.00|19952.00|254388.00
1829|2014-11-10T00:00:00|522774.50|0.00|0.00|522774.50
1830|2014-11-10T00:00:00|0.00|0.00|0.00|0.00
1831|2014-03-28T00:00:00|450000.00|0.00|415000.00|450000.00
1832|2014-02-28T00:00:00|420000.00|0.00|294000.00|420000.00
1833|2014-02-14T00:00:00|1290000.00|0.00|519889.54|1290000.00
1834|2014-02-14T00:00:00|420000.00|0.00|319200.00|420000.00
1835|2014-02-14T00:00:00|1500000.00|0.00|1186241.00|1500000.00
